image,caption
./coco_dataset/train2017/000000284445.jpg,a number of people walking on a side walk
./coco_dataset/train2017/000000168974.jpg,A baby girl is sitting on the floor looking at a cell phone.
./coco_dataset/train2017/000000507223.jpg,a baseball player is holding a bat on a field
./coco_dataset/train2017/000000568981.jpg,a man that is taking a picture of a little boy
./coco_dataset/train2017/000000263425.jpg,A couple of people standing in a yard.
./coco_dataset/train2017/000000542423.jpg,A woman sitting on top of a park bench in a field.
./coco_dataset/train2017/000000475064.jpg,The front of a restaurant with someone holding up food 
./coco_dataset/train2017/000000488664.jpg,A blue and white training passing houses while emitting smoke.
./coco_dataset/train2017/000000409475.jpg,A man and woman in ski gear standing in front of a mountain.
./coco_dataset/train2017/000000122969.jpg,Two Zebra's standing very close to each other.
./coco_dataset/train2017/000000350122.jpg,A bunch of people in a building doing different things
./coco_dataset/train2017/000000112110.jpg,a person standing on cement lift his leg over a brief case
./coco_dataset/train2017/000000171382.jpg,a man is doing skateboard tricks off the side of a busy street
./coco_dataset/train2017/000000060363.jpg,"A clock on a building next to a building with a ""Bart"" logo."
./coco_dataset/train2017/000000557672.jpg,a person walking down the street holding an umbrella
./coco_dataset/train2017/000000363072.jpg,this trains station has a white building in the background
./coco_dataset/train2017/000000166509.jpg,a road with some trees on both sides of it 
./coco_dataset/train2017/000000343466.jpg,A kitchen with a window and bunch of kitchen furniture in it
./coco_dataset/train2017/000000081061.jpg,"A couch, chair, and suitcase sitting on the curb."
./coco_dataset/train2017/000000253386.jpg,A big dog next to a person's leg.
./coco_dataset/train2017/000000119088.jpg,two men playing frisbee in the water. One man walking away
./coco_dataset/train2017/000000333069.jpg,A photo of a giraffe getting up off the ground.
./coco_dataset/train2017/000000342367.jpg,A picture of a T.V. showing court room proceedings.
./coco_dataset/train2017/000000051326.jpg,Pumpkins are made with different faces and one has flowers. 
./coco_dataset/train2017/000000444275.jpg,A microwave that is sitting outside in the street.
./coco_dataset/train2017/000000060052.jpg,A woman twirling an umbrella with flowers on it.
./coco_dataset/train2017/000000019786.jpg,Two people with Wii remote controllers near a sofa.
./coco_dataset/train2017/000000145020.jpg,A giant Donald Duck standing in front of a Christmas Tree with lots of toys around it.
./coco_dataset/train2017/000000562121.jpg,Two zebras fighting in a open area with green bushes.
./coco_dataset/train2017/000000150726.jpg,Two giraffes are walking abreast on the grassy field.
./coco_dataset/train2017/000000306893.jpg,A long train traveling down a city street with tall buildings.
./coco_dataset/train2017/000000578489.jpg,Group of children and adults playing a video game.
./coco_dataset/train2017/000000146358.jpg,A man and a woman take a picture with their wedding cake
./coco_dataset/train2017/000000080273.jpg,A man snowboards down a snowy hill. 
./coco_dataset/train2017/000000081738.jpg,A person cutting a sheet cake with a large knife.
./coco_dataset/train2017/000000346968.jpg,A smiling woman in uniform on a cell phone.
./coco_dataset/train2017/000000536343.jpg,A small bathroom is in the middle of a renovation.
./coco_dataset/train2017/000000370486.jpg,Woman standing in a crowd holding a colorful umbrella. 
./coco_dataset/train2017/000000545100.jpg,A man is taking a photo of a city with his phone.
./coco_dataset/train2017/000000018491.jpg,A third baseman tries to tag a runner.
./coco_dataset/train2017/000000533536.jpg,a cat intently watching something that caught its interest  on tv
./coco_dataset/train2017/000000562229.jpg,A black and white photo of a child on a skateboard
./coco_dataset/train2017/000000239318.jpg,A laptop computer sitting on top of a wooden desk.
./coco_dataset/train2017/000000348481.jpg,"A desk with various items that include cellphone, mouse and pocket change."
./coco_dataset/train2017/000000453722.jpg,a small roomw ith a televisiona nd some furniture in it 
./coco_dataset/train2017/000000153527.jpg,Several pieces of wood lined up near a lot with several axes around.
./coco_dataset/train2017/000000426372.jpg,A specialized transport truck displays a classic car.
./coco_dataset/train2017/000000089670.jpg,a two tier cake with some frosting and strawberries in the middle 
./coco_dataset/train2017/000000181542.jpg,a bunch of motorcycles that are in the middle of street
./coco_dataset/train2017/000000122606.jpg,A front shot of a Crosstown bus is parked on the side of the road. 
./coco_dataset/train2017/000000215259.jpg,Two women playing a game with a Nintendo Wii controller.
./coco_dataset/train2017/000000025139.jpg,A zebra putting its face up close to a fence rail.
./coco_dataset/train2017/000000205401.jpg,Lake or river beach with plane in shallow water. 
./coco_dataset/train2017/000000226662.jpg,A customized motorcycle with a large rear and skinny front tire
./coco_dataset/train2017/000000474344.jpg,A man is at bat ready is playing baseball while a woman watches.
./coco_dataset/train2017/000000257865.jpg,an image of a man that is wiping his eye
./coco_dataset/train2017/000000427160.jpg,A boy in a blue baseball uniform running to tag out a boy in a red uniform.
./coco_dataset/train2017/000000534601.jpg,A stuffed teddy bear with a person in bed.
./coco_dataset/train2017/000000491497.jpg,A fluffy white chair that faces away fro a television.
./coco_dataset/train2017/000000261706.jpg,A big cat laying down on a remote.
./coco_dataset/train2017/000000255747.jpg,A corned beef sandwich sits on a small plate.
./coco_dataset/train2017/000000028993.jpg,Three fire hydrants in front of a huge building.
./coco_dataset/train2017/000000228981.jpg,"A close up of a PDA, digital camera and a music player."
./coco_dataset/train2017/000000042070.jpg,A white bus driving down a street next to a building.
./coco_dataset/train2017/000000076625.jpg,A blue and yellow train passing by people and building.
./coco_dataset/train2017/000000489842.jpg,All of the children are gathered around Santa Claus.
./coco_dataset/train2017/000000287874.jpg,A large blue and yellow train stops near a fairly-non urban train-station.
./coco_dataset/train2017/000000430377.jpg,a lady that is on some skies on some snow
./coco_dataset/train2017/000000152686.jpg,a man is swinging a tennis racket on a court
./coco_dataset/train2017/000000163640.jpg,A man holding a piece of food by a string.
./coco_dataset/train2017/000000344816.jpg,A train is sitting along tracks under and overpass.
./coco_dataset/train2017/000000347664.jpg,animals standing along the shore in a line
./coco_dataset/train2017/000000220584.jpg,A man in wetsuit and a surfboard in the waves.
./coco_dataset/train2017/000000500613.jpg,a fire truck parked in a lot 
./coco_dataset/train2017/000000384468.jpg,Three people ride on an elephant in front of a forest. 
./coco_dataset/train2017/000000211825.jpg,A man blowing out candles on a cake.
./coco_dataset/train2017/000000550691.jpg,A double decker bus is going down a street.
./coco_dataset/train2017/000000005001.jpg,A group of people cutting a ribbon on a street.
./coco_dataset/train2017/000000409211.jpg,A tennis player strikes the ball with his racket.
./coco_dataset/train2017/000000236845.jpg,a red and white sign a car and some buildings
./coco_dataset/train2017/000000474854.jpg,a man sitting in a chair and eating a donut outside near some shrubbery.
./coco_dataset/train2017/000000431545.jpg,The man is running during a baseball game.
./coco_dataset/train2017/000000427256.jpg,A man up to hit in the middle of a baseball game 
./coco_dataset/train2017/000000330554.jpg,Blender on a messy counter in a kitchen filled with food.
./coco_dataset/train2017/000000248810.jpg,A very cute giraffe standing by a fence.
./coco_dataset/train2017/000000130826.jpg,An older couple sitting on a public bench in a city.
./coco_dataset/train2017/000000536947.jpg,a dirty fridge standing in the middle of a patio 
./coco_dataset/train2017/000000266409.jpg,A man walking on his skis in the snow with snow covered trees in the background.
./coco_dataset/train2017/000000054605.jpg,A piece of cake and a milkshake with two forks.
./coco_dataset/train2017/000000322864.jpg,ON A CITY ROAD THERE IS LOTS OF TAXIS
./coco_dataset/train2017/000000380913.jpg,A group of friends riding a subway while using cell phones.
./coco_dataset/train2017/000000491213.jpg,a black motorcycle parked on the road in front of a car
./coco_dataset/train2017/000000453166.jpg,Two military men being honored with an award.
./coco_dataset/train2017/000000375469.jpg,Two individuals catching a wave surfing in the ocean.
./coco_dataset/train2017/000000486479.jpg,A dog peeking out from under some covers.
./coco_dataset/train2017/000000125405.jpg,Two dogs running across patchy grass; one chasing the other.
./coco_dataset/train2017/000000376278.jpg,A lazy zebra lays in the straw near a rocky field.
./coco_dataset/train2017/000000349184.jpg,A person sits on a wooden bench facing blooming trees.
./coco_dataset/train2017/000000064084.jpg,a plate with some pieces of bread on it 
./coco_dataset/train2017/000000357742.jpg,Person skiing on snowy slopes with wires above
./coco_dataset/train2017/000000076417.jpg,A dog is sticking it head outside of a car window 
./coco_dataset/train2017/000000194746.jpg,There is a pizza in the oven that has melted onto the bottom.
./coco_dataset/train2017/000000106330.jpg,A stuffed animal in the light sitting on the ground
./coco_dataset/train2017/000000460333.jpg,a young boy sitting on a bed with a lamp on beside it
./coco_dataset/train2017/000000394611.jpg,Two giraffes browsing on a bush under a cloudy sky.
./coco_dataset/train2017/000000081061.jpg,"There is a couch, chair, and luggage sitting on the edge of the curb."
./coco_dataset/train2017/000000293804.jpg,A room with two sofas and a fireplace. 
./coco_dataset/train2017/000000482800.jpg,three people standing in a green field with one person holding a frisbee.
./coco_dataset/train2017/000000148620.jpg,A home office with two computers and a picture.
./coco_dataset/train2017/000000377113.jpg,a water skier in a red and white shirt and hat
./coco_dataset/train2017/000000507223.jpg,The player approaches home plate to take his turn at bat.
./coco_dataset/train2017/000000307145.jpg,A country-style kitchen with red tile and white cabinets.
./coco_dataset/train2017/000000363666.jpg,Three men sitting at a table eating breakfast. 
./coco_dataset/train2017/000000432553.jpg,The view of two dogs inside a bus.
./coco_dataset/train2017/000000396518.jpg,a man is sitting in a boat guiding down the stream
./coco_dataset/train2017/000000015597.jpg,A man with a cowboy hat on doing a trick on a skateboard.
./coco_dataset/train2017/000000138550.jpg,AN IMAGE OF A FIRED HYDRANT ON THE STREET
./coco_dataset/train2017/000000363840.jpg,Several laptop computers and electronic devices on a desk.
./coco_dataset/train2017/000000176037.jpg,a bus in a city at night time stopped
./coco_dataset/train2017/000000519522.jpg,a lit up clock is on a tall tower
./coco_dataset/train2017/000000542089.jpg,a bathroom with a bath tub a sink and a mirror
./coco_dataset/train2017/000000437331.jpg,a person riding a surf board on a wave
./coco_dataset/train2017/000000223747.jpg,Man sleeping next to a cat on a bed. 
./coco_dataset/train2017/000000311789.jpg,A cat sleeping on a keyboard on a table.
./coco_dataset/train2017/000000310200.jpg,A pastry is torn in half on a plate.
./coco_dataset/train2017/000000036539.jpg,A male skier is posing for the camera while a young girl is in the background. 
./coco_dataset/train2017/000000172648.jpg,A man bending into the back of a truck on a street.
./coco_dataset/train2017/000000128658.jpg,A decadent looking waffle sits on a bed of fruit on a rectangular plate.
./coco_dataset/train2017/000000130613.jpg,A picture of cooked fish in a tray.
./coco_dataset/train2017/000000302452.jpg,A woman holding up a large bottle so a baby giraffe can drink from it.
./coco_dataset/train2017/000000476514.jpg,"Man and woman in fancy dress, with a parasol, posed on a lawn."
./coco_dataset/train2017/000000535253.jpg,A shopping cart filled with lots of groceries.
./coco_dataset/train2017/000000043816.jpg,a man swings a baseball bat at a ball
./coco_dataset/train2017/000000486112.jpg,A man is spraying an elephant with a water hose.
./coco_dataset/train2017/000000423123.jpg,A woman is bent over next to a small refrigerator.
./coco_dataset/train2017/000000345397.jpg,Man in tshirt and tie with cellphone in bathroom taking picture
./coco_dataset/train2017/000000176778.jpg,A toilet and a bathtub in a bathroom with a cat next to it
./coco_dataset/train2017/000000468925.jpg,"a plate with bacon, eggs and hamburger topped with bananas"
./coco_dataset/train2017/000000057150.jpg,A girl in plain dress standing next to a white teddy bear.
./coco_dataset/train2017/000000235857.jpg,some cows are eating grass in a field
./coco_dataset/train2017/000000194724.jpg,A small pizza and beverage sitting on a wooden table.
./coco_dataset/train2017/000000108495.jpg,a girl sitting on a skateboard in the driveway
./coco_dataset/train2017/000000189213.jpg,A pile of old furnishings on the curb for trash pickup.
./coco_dataset/train2017/000000303713.jpg,A male tennis player is getting ready to hit the ball.
./coco_dataset/train2017/000000134689.jpg,there is a very tall giraffe standing in the wild
./coco_dataset/train2017/000000444275.jpg,A microwave oven sitting next to a device near a fence.
./coco_dataset/train2017/000000426329.jpg,A display window full of lots of cakes.
./coco_dataset/train2017/000000014888.jpg,A dairy cow is being milked by machine..
./coco_dataset/train2017/000000499768.jpg,The fire hydrant has a lot of weeds by it on the side of the road. 
./coco_dataset/train2017/000000553221.jpg,A group of men kitboarding over the top of  a large body of water.
./coco_dataset/train2017/000000269682.jpg,A traffic light over a street with a sign that reads K.
./coco_dataset/train2017/000000361103.jpg,A city sidewalk with people walking up and down 
./coco_dataset/train2017/000000346968.jpg,A woman in a blue uniform holding a cell phone up to her ear.
./coco_dataset/train2017/000000171298.jpg,A group of busses parked in a parking lot.
./coco_dataset/train2017/000000444142.jpg,A man throws a tennis ball into the air to serve it
./coco_dataset/train2017/000000251119.jpg,"Boxed meal of sandwich roll, orange juice and strawberry yogurt"
./coco_dataset/train2017/000000313562.jpg,A woman standing behind a table with carrots on it at a produce market.
./coco_dataset/train2017/000000272136.jpg,The airplane is store in the hangar for people to take a look at it. 
./coco_dataset/train2017/000000445722.jpg,A group of people riding on top of a train.
./coco_dataset/train2017/000000524456.jpg,A man sitting at a table using a laptop computer.
./coco_dataset/train2017/000000264441.jpg,Cat covering it's head as it sleeps in the computer chair
./coco_dataset/train2017/000000428280.jpg,A laptop on a table with some chairs.
./coco_dataset/train2017/000000429690.jpg,A crowd watches a batter try to hit a baseball.
./coco_dataset/train2017/000000217425.jpg,A clock that reads 8:29 with a street lamp in the background.
./coco_dataset/train2017/000000489924.jpg,A girl on top of skate board on a street.
./coco_dataset/train2017/000000264535.jpg,An old man reads a book on a bench. 
./coco_dataset/train2017/000000008532.jpg,a man in a blue shirt and red tie
./coco_dataset/train2017/000000121591.jpg,a man going up a ramp on a skateboard
./coco_dataset/train2017/000000336209.jpg,Skate boarder doing stunts in front of graffiti covered building
./coco_dataset/train2017/000000073118.jpg,Two brown teddy bears sitting side by side.
./coco_dataset/train2017/000000159684.jpg,A large long train on a steel track.
./coco_dataset/train2017/000000516601.jpg,A group of people are skiing and snowboarding down a mountain.
./coco_dataset/train2017/000000310622.jpg,"Corner of Broadway, West 32nd Street, and Korea Way."
./coco_dataset/train2017/000000365655.jpg,An all-terrain bus for sight-seeing tourists near a glacier.
./coco_dataset/train2017/000000315257.jpg,a blue black and white bird a bowl of birdseed
./coco_dataset/train2017/000000173044.jpg,A historical clock tower next to a modern glass window skyscraper. 
./coco_dataset/train2017/000000343453.jpg,A skier stands on skis on a snowy path.
./coco_dataset/train2017/000000012062.jpg,A sheep inspects a big pile of shaved sheep wool.
./coco_dataset/train2017/000000417285.jpg,A three frame photo combination showcases two types of pie on the right and left side with a coffee in the middle.  
./coco_dataset/train2017/000000289059.jpg,A man standing on a tennis court holding a racquet.
./coco_dataset/train2017/000000274687.jpg,A black road bicycle leaning against a bed.
./coco_dataset/train2017/000000159977.jpg,A giraffe looks down at a zebra on the field
./coco_dataset/train2017/000000410487.jpg,The dessert has spilled out of the pan onto the stove door and the floor. 
./coco_dataset/train2017/000000441586.jpg,A man on a beech vehicle making his way thru the sand.
./coco_dataset/train2017/000000361147.jpg,A tennis player is standing on a tennis court with a racquet in his hand.
./coco_dataset/train2017/000000499109.jpg,A sandwich is placed next to some vegetables. 
./coco_dataset/train2017/000000236690.jpg,A large white bird flies over the water.
./coco_dataset/train2017/000000344795.jpg,there is a round pan covered with aluminum in the stove
./coco_dataset/train2017/000000357567.jpg,a bathroom with a toilet and a blue striped shower curtain.
./coco_dataset/train2017/000000284445.jpg,A very crowded sidewalk with a crooked light pole.
./coco_dataset/train2017/000000013177.jpg,a man is working on a hub cap on the ground
./coco_dataset/train2017/000000260105.jpg,"a plate covered with eggs, meat, pototes and veggies "
./coco_dataset/train2017/000000167240.jpg,An inlaid vase sitting in front of a map.
./coco_dataset/train2017/000000376206.jpg,A man crouched on a surfboard as he rides under a wave.
./coco_dataset/train2017/000000555705.jpg,Two striped cats lying with two sneakers on a ledge.
./coco_dataset/train2017/000000145665.jpg,A man lying on the ground in a parking spot.
./coco_dataset/train2017/000000560266.jpg,Two brown bears playing open mouthed in a pond.
./coco_dataset/train2017/000000545129.jpg,Three zebras standing in a sandy desert area.
./coco_dataset/train2017/000000113354.jpg,Three zebras munching on grass in their natural habitat.
./coco_dataset/train2017/000000311789.jpg,A cat that is laying down on a desk.
./coco_dataset/train2017/000000526197.jpg,different kinds of doughnuts in a display case 
./coco_dataset/train2017/000000223959.jpg,A man holding a tennis racquet on a tennis court.
./coco_dataset/train2017/000000273711.jpg,there are many different types of food gathered on the table
./coco_dataset/train2017/000000377239.jpg,A dark skinned woman posses beneath an umbrella. 
./coco_dataset/train2017/000000563702.jpg,three fire trucks parked outside a residential area
./coco_dataset/train2017/000000516804.jpg,"A street sign reads ""Bus Stop Not In Use""."
./coco_dataset/train2017/000000040083.jpg,A couple of people under a large umbrella.
./coco_dataset/train2017/000000350002.jpg,A model in a blue and white dress sits for a photo. 
./coco_dataset/train2017/000000319100.jpg,"A couple sitting on a couch holding Wii remotes.
"
./coco_dataset/train2017/000000017959.jpg,"Some large streamers, some look like a clown fish."
./coco_dataset/train2017/000000074860.jpg,A man sitting in the snow with his snowboard on. 
./coco_dataset/train2017/000000215114.jpg,A man is inside the refrigerator with a carrot in his mouth. 
./coco_dataset/train2017/000000489091.jpg,A residential bathroom has a modern motel look with upgraded fixtures and accessories.
./coco_dataset/train2017/000000559099.jpg,Cows graze peacefully in a field with a dormant volcano in the distance.
./coco_dataset/train2017/000000213605.jpg,A congested road where different vehicles are running.
./coco_dataset/train2017/000000379533.jpg,A zebra and two elephants are on a grassy field.
./coco_dataset/train2017/000000282296.jpg,An old refrigerator stands against a wood-panelled wall
./coco_dataset/train2017/000000540962.jpg,a living room with couches a tv and fireplace
./coco_dataset/train2017/000000135410.jpg,A bike leaning up to a parking meter.
./coco_dataset/train2017/000000271471.jpg,Bananas on a plate being served as drinks.
./coco_dataset/train2017/000000281414.jpg,A woman with a book bag sits on a ledge with her cell phone.
./coco_dataset/train2017/000000285894.jpg,A group of children looking at two giraffes in an enclosure.
./coco_dataset/train2017/000000477805.jpg,A man with glasses sitting in front of a laptop computer.
./coco_dataset/train2017/000000482436.jpg,A woman sits at a counter while a man looks at her through a window.
./coco_dataset/train2017/000000427655.jpg,A horse drawn carriage with two women riding on it.
./coco_dataset/train2017/000000252332.jpg,A stop sign is shown among foliage and grass.
./coco_dataset/train2017/000000270908.jpg,The player lies extended on a tennis court.
./coco_dataset/train2017/000000297147.jpg,This is a motorcycle that is parked near a building. 
./coco_dataset/train2017/000000241677.jpg,The pack mules carrying loads on their backs are ascending the stairway. 
./coco_dataset/train2017/000000531495.jpg,a dock with some boats parked there 
./coco_dataset/train2017/000000252507.jpg,A skier posing on a snowy ski slope.
./coco_dataset/train2017/000000201418.jpg,"An individual is taken in this very picture. 
"
./coco_dataset/train2017/000000104572.jpg,A bathroom that features a bright tile wall and big mirrors
./coco_dataset/train2017/000000031248.jpg,A room with furniture and a fire place.
./coco_dataset/train2017/000000491366.jpg,A couple of men in front of a television with a remote.
./coco_dataset/train2017/000000561009.jpg,A brown bird has a small yellow head.
./coco_dataset/train2017/000000213593.jpg,A red stop sign sitting on the side of a tall building.
./coco_dataset/train2017/000000344621.jpg,An outdated plaid blue couch sits in the living room.
./coco_dataset/train2017/000000015517.jpg,a photo of a bus terminal taken from a distance
./coco_dataset/train2017/000000346638.jpg,A beer is sitting next to a computer.
./coco_dataset/train2017/000000550349.jpg,An Orange bus is parked next to the people. 
./coco_dataset/train2017/000000382125.jpg,two men sitting at a table with one holding a plate with a slice of pizza on it
./coco_dataset/train2017/000000502737.jpg,A person holding a cookie with icing that has one of it's arms bitten off.
./coco_dataset/train2017/000000058636.jpg,street signs on the corner of Gladys and Detroit
./coco_dataset/train2017/000000175535.jpg,A meal is on a plate on a dining table.
./coco_dataset/train2017/000000379453.jpg,A large airplane flying in the blue sky.
./coco_dataset/train2017/000000404484.jpg,A woman and dog in a living room with the tv on.
./coco_dataset/train2017/000000164602.jpg,A guy and a pretty girl taking a picture in the mirror.
./coco_dataset/train2017/000000082846.jpg,A tram like bus in a parking lot 
./coco_dataset/train2017/000000516173.jpg,A woman entering the ocean with a surfboard
./coco_dataset/train2017/000000418961.jpg,An large ornate wooden clock with golden accents.
./coco_dataset/train2017/000000191672.jpg,A man is riding a wave as he surfs in the ocean.
./coco_dataset/train2017/000000050811.jpg,A man poses with an empty bowl and two beers.
./coco_dataset/train2017/000000117719.jpg,A man sitting at a bar that contains a lot of bottles.
./coco_dataset/train2017/000000295138.jpg,a young man is doing tricks on his skateboard 
./coco_dataset/train2017/000000348045.jpg,Urinals with signs hanging over them in a restroom.
./coco_dataset/train2017/000000018150.jpg,A young man and a small boy are talking about a piece of pizza. 
./coco_dataset/train2017/000000455981.jpg,A toilet sits in a small bathroom with a tile floor.
./coco_dataset/train2017/000000548246.jpg,A group of men talk on a tennis court.
./coco_dataset/train2017/000000388215.jpg,A young man is in blue and white playing tennis.
./coco_dataset/train2017/000000298994.jpg,The vegetable are laid out neatly at the table.
./coco_dataset/train2017/000000322211.jpg,"A box full of matching, ridged donuts with glaze."
./coco_dataset/train2017/000000018737.jpg,a parked red motorcycle a fence and some trees
./coco_dataset/train2017/000000302452.jpg,A giraffe drinking from a bottle in front of a group of people.
./coco_dataset/train2017/000000058384.jpg,A black and white picture of three elephants
./coco_dataset/train2017/000000116068.jpg,Man walking down a beach with a multicolored kite.
./coco_dataset/train2017/000000032038.jpg,a close up of a pizza on a wooden table  
./coco_dataset/train2017/000000041872.jpg,a large bedroom with a fireplace and tv
./coco_dataset/train2017/000000306437.jpg,The man is practicing his moves on his skateboard.
./coco_dataset/train2017/000000370818.jpg,A plain white bathroom with a cupboard stocked with towels.
./coco_dataset/train2017/000000368684.jpg,A laptop on a couch across from a television.
./coco_dataset/train2017/000000523194.jpg,There is a fire hydrant next to a red sign
./coco_dataset/train2017/000000022892.jpg,A dog and a cat are watching the plants on the table..
./coco_dataset/train2017/000000119445.jpg,There is a baseball player who swung for the ball
./coco_dataset/train2017/000000249219.jpg,A double decker bus driving down a city street.
./coco_dataset/train2017/000000438269.jpg,There is a bird standing in the sand.
./coco_dataset/train2017/000000504389.jpg,Two people in shorts are playing with tennis rackets on a grassy field.
./coco_dataset/train2017/000000039914.jpg,A woman and child play with a kite in a park.
./coco_dataset/train2017/000000555005.jpg,Large dog laying down on a blanket next to a table. 
./coco_dataset/train2017/000000546659.jpg,A locomotive train carrying carts down a track.
./coco_dataset/train2017/000000327890.jpg,Three empty benches face each other beneath a canopy.
./coco_dataset/train2017/000000368456.jpg,The train car has been vandalized on the outside.
./coco_dataset/train2017/000000233033.jpg,A deck with  a chair and a table with umbrella on it.
./coco_dataset/train2017/000000248284.jpg,a couple of people that are under a umbrella
./coco_dataset/train2017/000000522638.jpg,THIS IS A CLOSE UP PICTURE OF A STUFFED BEAR AND MONKEY
./coco_dataset/train2017/000000141671.jpg,Horses and bikes are traveling down a track.
./coco_dataset/train2017/000000535156.jpg,An elephant scratching it's neck on a post.
./coco_dataset/train2017/000000048555.jpg,The horses are racing each other along the beach.
./coco_dataset/train2017/000000145020.jpg,A person who is in a duck costume.
./coco_dataset/train2017/000000009769.jpg,The pick up truck is plowing the snow. 
./coco_dataset/train2017/000000488664.jpg,A long passenger train traveling over a rail bridge.
./coco_dataset/train2017/000000377239.jpg,A woman standing outside under a pink umbrella.
./coco_dataset/train2017/000000150930.jpg,A large clock hanging off the side of a building . 
./coco_dataset/train2017/000000372317.jpg,A vintage red tour bus parked on the side of the street.
./coco_dataset/train2017/000000031296.jpg,A group of people pose for a picture at the table
./coco_dataset/train2017/000000060770.jpg,a zebra grazes in the grass as another zebra notices the photographer
./coco_dataset/train2017/000000304560.jpg,I black cat with yellow eyes sitting in the grass.
./coco_dataset/train2017/000000547383.jpg,Two sheep lay in the grass and look at the camera. 
./coco_dataset/train2017/000000361268.jpg,"Why would the cow be grazing in front of those homes?
"
./coco_dataset/train2017/000000530457.jpg,Some pretty flowers sitting on a hearth next to a fireplace. 
./coco_dataset/train2017/000000226592.jpg,Reading materials are stowed above a zebra themed bed for relaxation.
./coco_dataset/train2017/000000486438.jpg,Eight doughnuts sitting on a white serving tray.
./coco_dataset/train2017/000000579900.jpg,A delicious looking pizza with a variety of vegetable toppings stands out on a yellow plate.
./coco_dataset/train2017/000000331352.jpg,Off white toilet with a faucet and controls. 
./coco_dataset/train2017/000000161799.jpg,A person is on a rail performing stunts on a skateboard.
./coco_dataset/train2017/000000239627.jpg,A double sink full of dirty cups and spoons
./coco_dataset/train2017/000000383337.jpg,Hand reaching into a box to pick up a glazed donut
./coco_dataset/train2017/000000067406.jpg,Two people standing in a field flying a kite
./coco_dataset/train2017/000000131431.jpg,An image of a clock on a building.
./coco_dataset/train2017/000000496722.jpg,A postbox sitting on the side of a street.
./coco_dataset/train2017/000000179285.jpg,A blue tennis racket has a yellow tennis ball on it.
./coco_dataset/train2017/000000214703.jpg,Two young people are body boarding in the open water.
./coco_dataset/train2017/000000548506.jpg,"Apples, pears, and bananas gathered next to each other. "
./coco_dataset/train2017/000000321557.jpg,A motorcycle that is sitting on a brick floor.
./coco_dataset/train2017/000000449432.jpg,military people getting off and on the train.
./coco_dataset/train2017/000000292082.jpg,A man with a little girl sitting on his lap.
./coco_dataset/train2017/000000425390.jpg,A large Siamese cat sitting on top of a laptop computer.
./coco_dataset/train2017/000000222094.jpg,Road is littered with old cars and some wrecked trucks with a lone red and white stop sign at a grassy lot 
./coco_dataset/train2017/000000526392.jpg,Several cars travelling on a street with several traffic lights. 
./coco_dataset/train2017/000000542856.jpg,a public transit bus on a city street
./coco_dataset/train2017/000000221502.jpg,A bench with a memorial plaque and flowers on each side.
./coco_dataset/train2017/000000341681.jpg,A tennis player trying to hit a tennis ball.
./coco_dataset/train2017/000000158945.jpg,An elephant walking with a harness on it's back where people are able to sit.
./coco_dataset/train2017/000000426241.jpg,A home computer on a desk in a room.
./coco_dataset/train2017/000000028809.jpg,Bunches of bananas are sitting on a shelf.
./coco_dataset/train2017/000000240767.jpg,A large pretty brick building with a small blue sign on it.
./coco_dataset/train2017/000000286994.jpg,some elephants and one is by some water
./coco_dataset/train2017/000000318908.jpg,A small white dog looking into a camera.
./coco_dataset/train2017/000000280779.jpg,A person on cross country skis while it's snowing 
./coco_dataset/train2017/000000559099.jpg,Cows spread out and graze throughout a wide-open pasture.
./coco_dataset/train2017/000000060090.jpg,The locomotive of a train is painted yellow.
./coco_dataset/train2017/000000254368.jpg,A man laying in bed holding a plate of food.
./coco_dataset/train2017/000000556873.jpg,A cake that is sitting in the grass.
./coco_dataset/train2017/000000075612.jpg,A group of men standing around a room together.
./coco_dataset/train2017/000000338560.jpg,A blue and yellow fire hydrant on the side of a road.
./coco_dataset/train2017/000000124636.jpg,Two brown cows sitting inside a fence staring out.
./coco_dataset/train2017/000000074200.jpg,Three snow boards behind trophies in a window.
./coco_dataset/train2017/000000227044.jpg,A calico cat standing upon a bathroom sink.
./coco_dataset/train2017/000000439773.jpg,A LITTLE BABY IS LAYING ON THE FLOOR NEXT TO A CELL PHONE
./coco_dataset/train2017/000000226111.jpg,A sign prohibiting skating on the sidewalk with black and red writing.
./coco_dataset/train2017/000000113720.jpg,A man and a woman eating pizza at a restaurant
./coco_dataset/train2017/000000379476.jpg,The long table is set for a formal dinner with  glassware for wine.
./coco_dataset/train2017/000000372349.jpg,An Indian man and woman in the water on the edge of a river.
./coco_dataset/train2017/000000528524.jpg,two brown animals walking through a path in the woods
./coco_dataset/train2017/000000375015.jpg,A bear standing on rocks and his ears are up. 
./coco_dataset/train2017/000000314177.jpg,A picture of the photographer sitting on the toilet 
./coco_dataset/train2017/000000572678.jpg,A white decorated living room with a set dining room table. 
./coco_dataset/train2017/000000010977.jpg,The bathroom is painted a light blue and has pink ceramic tile that adorns the shower wall along with a maple color vanity and door.
./coco_dataset/train2017/000000564091.jpg,A woman talks on the phone in front of a jewelry display
./coco_dataset/train2017/000000329041.jpg,four brown stacked suitcases and a woman with a red purse
./coco_dataset/train2017/000000257865.jpg,A man in white shirt and hat holding a tennis racket.
./coco_dataset/train2017/000000447789.jpg,A red do not enter sign under a green street sign.
./coco_dataset/train2017/000000570834.jpg,A train conductor standing next to a group of bikes.
